features,val
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,0.4203055851337995
PREV_NAME_PORTFOLIO_Cards_MEAN,0.078264428779417
PREV_NAME_PORTFOLIO_Cars_MEAN,0.0003186383175922
PREV_NAME_PORTFOLIO_Cash_MEAN,0.2072605500458149
PREV_NAME_PORTFOLIO_POS_MEAN,0.5636635193197089
PREV_NAME_PORTFOLIO_XNA_MEAN,0.150492863537467
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,0.7144750211747679
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,0.0805527338499993
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,0.2049722449752326
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,0.0297644390849091
PREV_CHANNEL_TYPE_Car dealer_MEAN,0.0003377669655213
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,0.0037161724725274
PREV_CHANNEL_TYPE_Contact center_MEAN,0.0361796829022704
PREV_CHANNEL_TYPE_Country-wide_MEAN,0.3697417592757657
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,0.2955435548700341
PREV_CHANNEL_TYPE_Regional / Local_MEAN,0.0898661756355722
PREV_CHANNEL_TYPE_Stone_MEAN,0.1748504487933996
PREV_NAME_SELLER_INDUSTRY_Auto technology_MEAN,0.0045702361218088
PREV_NAME_SELLER_INDUSTRY_Clothing_MEAN,0.0214566362285739
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,0.2090301955083231
PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,0.0262277183026357
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,0.3020250872404378
PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,0.0495259174143024
PREV_NAME_SELLER_INDUSTRY_Industry_MEAN,0.0174232458368623
PREV_NAME_SELLER_INDUSTRY_Jewelry_MEAN,0.002186731421609
PREV_NAME_SELLER_INDUSTRY_MLM partners_MEAN,0.0009565938689962
PREV_NAME_SELLER_INDUSTRY_Tourism_MEAN,0.0004342647917955
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,0.366163373264655
PREV_NAME_YIELD_GROUP_XNA_MEAN,0.228757292316884
PREV_NAME_YIELD_GROUP_high_MEAN,0.2377775524644204
PREV_NAME_YIELD_GROUP_low_action_MEAN,0.0685250744387209
PREV_NAME_YIELD_GROUP_low_normal_MEAN,0.2100287596710765
PREV_NAME_YIELD_GROUP_middle_MEAN,0.2549113211088979
PREV_PRODUCT_COMBINATION_Card Street_MEAN,0.0593221476433062
PREV_PRODUCT_COMBINATION_Card X-Sell_MEAN,0.0389416956948449
PREV_PRODUCT_COMBINATION_Cash_MEAN,0.1099868072291754
PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,0.0322369786949207
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,0.0141100044764088
PREV_PRODUCT_COMBINATION_Cash Street: middle_MEAN,0.017574682401646
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,0.0276472036546089
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,0.0531369255449356
PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN,0.0625547552732946
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,0.2068534902499225
PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,0.0661878431167509
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,0.0865975683979181
PREV_PRODUCT_COMBINATION_POS industry without interest_MEAN,0.0114071547209698
PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN,0.1686832265651536
PREV_PRODUCT_COMBINATION_POS mobile without interest_MEAN,0.0211429800208528
PREV_PRODUCT_COMBINATION_POS other with interest_MEAN,0.0211885015516296
PREV_PRODUCT_COMBINATION_POS others without interest_MEAN,0.0024280347636609
APPROVED_AMT_ANNUITY_MIN,8256.372346444294
APPROVED_AMT_ANNUITY_MAX,21635.572533698
APPROVED_AMT_ANNUITY_MEAN,13925.644278853924
APPROVED_AMT_APPLICATION_MIN,75078.31055338359
APPROVED_AMT_APPLICATION_MAX,310970.864172019
APPROVED_AMT_APPLICATION_MEAN,165875.00523891198
APPROVED_AMT_CREDIT_MIN,83477.63277296847
APPROVED_AMT_CREDIT_MAX,343439.585214093
APPROVED_AMT_CREDIT_MEAN,183224.78892128656
APPROVED_APP_CREDIT_PERC_MIN,0.8169897582958028
APPROVED_APP_CREDIT_PERC_MAX,1.1019403371448546
APPROVED_APP_CREDIT_PERC_MEAN,0.9731328878272268
APPROVED_APP_CREDIT_PERC_VAR,0.0813360313058578
APPROVED_AMT_DOWN_PAYMENT_MIN,3573.2397478848684
APPROVED_AMT_DOWN_PAYMENT_MAX,11989.74715605938
APPROVED_AMT_DOWN_PAYMENT_MEAN,7096.695759369943
APPROVED_AMT_GOODS_PRICE_MIN,83940.531028919
APPROVED_AMT_GOODS_PRICE_MAX,317580.14937720593
APPROVED_AMT_GOODS_PRICE_MEAN,174045.86789073318
APPROVED_HOUR_APPR_PROCESS_START_MIN,11.179186446988735
APPROVED_HOUR_APPR_PROCESS_START_MAX,14.38184381905875
APPROVED_HOUR_APPR_PROCESS_START_MEAN,12.743240443551064
APPROVED_RATE_DOWN_PAYMENT_MIN,0.0445163310674621
APPROVED_RATE_DOWN_PAYMENT_MAX,0.1327404757329815
APPROVED_RATE_DOWN_PAYMENT_MEAN,0.0833642484090449
APPROVED_DAYS_DECISION_MIN,-1530.5626333771172
APPROVED_DAYS_DECISION_MAX,-603.0632866879725
APPROVED_DAYS_DECISION_MEAN,-1031.818241781993
APPROVED_CNT_PAYMENT_MEAN,13.592907445724054
APPROVED_CNT_PAYMENT_SUM,43.227869869595295
REFUSED_AMT_ANNUITY_MIN,14930.087340174716
REFUSED_AMT_ANNUITY_MAX,22757.537243764884
REFUSED_AMT_ANNUITY_MEAN,18614.0389533809
REFUSED_AMT_APPLICATION_MIN,213832.6497774453
REFUSED_AMT_APPLICATION_MAX,388400.3681648219
REFUSED_AMT_APPLICATION_MEAN,295891.1003551019
REFUSED_AMT_CREDIT_MIN,240267.3266109782
REFUSED_AMT_CREDIT_MAX,434778.82060320064
REFUSED_AMT_CREDIT_MEAN,331420.6578335625
REFUSED_APP_CREDIT_PERC_MIN,0.8679975445744169
REFUSED_APP_CREDIT_PERC_MAX,0.9724960004451992
REFUSED_APP_CREDIT_PERC_MEAN,0.9219771929795116
REFUSED_APP_CREDIT_PERC_VAR,0.0495069779162708
REFUSED_AMT_DOWN_PAYMENT_MIN,5627.356871959686
REFUSED_AMT_DOWN_PAYMENT_MAX,8102.749090299869
REFUSED_AMT_DOWN_PAYMENT_MEAN,6752.838474682069
REFUSED_AMT_GOODS_PRICE_MIN,243104.57070064367
REFUSED_AMT_GOODS_PRICE_MAX,409346.8922034909
REFUSED_AMT_GOODS_PRICE_MEAN,321688.2806568688
REFUSED_HOUR_APPR_PROCESS_START_MIN,11.603878751620302
REFUSED_HOUR_APPR_PROCESS_START_MAX,13.271343104995513
REFUSED_HOUR_APPR_PROCESS_START_MEAN,12.4195413355076
REFUSED_RATE_DOWN_PAYMENT_MIN,0.0637987556443054
REFUSED_RATE_DOWN_PAYMENT_MAX,0.0836324581734809
REFUSED_RATE_DOWN_PAYMENT_MEAN,0.0736470199652308
REFUSED_DAYS_DECISION_MIN,-983.9386180077774
REFUSED_DAYS_DECISION_MAX,-728.6427161232426
REFUSED_DAYS_DECISION_MEAN,-847.7646973289642
REFUSED_CNT_PAYMENT_MEAN,19.700519682500936
REFUSED_CNT_PAYMENT_SUM,54.24411076807846
POS_MONTHS_BALANCE_MAX,-12.56085889994472
POS_MONTHS_BALANCE_MEAN,-31.831392002616564
POS_MONTHS_BALANCE_SIZE,29.51610351022665
POS_SK_DPD_MAX,15.697847567716972
POS_SK_DPD_MEAN,4.4065533613950185
POS_SK_DPD_DEF_MAX,1.4688467385295745
POS_SK_DPD_DEF_MEAN,0.2148660686085846
POS_NAME_CONTRACT_STATUS_Active_MEAN,0.9046861412501778
POS_NAME_CONTRACT_STATUS_Amortized debt_MEAN,1.5791729847834965e-05
POS_NAME_CONTRACT_STATUS_Approved_MEAN,0.0005975946596791
POS_NAME_CONTRACT_STATUS_Canceled_MEAN,3.135690301330473e-06
POS_NAME_CONTRACT_STATUS_Completed_MEAN,0.0830193318397102
POS_NAME_CONTRACT_STATUS_Demand_MEAN,0.0002864663387116
POS_NAME_CONTRACT_STATUS_Returned to the store_MEAN,0.000804124556846
POS_NAME_CONTRACT_STATUS_Signed_MEAN,0.010587371145307
POS_NAME_CONTRACT_STATUS_XNA_MEAN,4.27894186192419e-08
POS_COUNT,29.51610351022665
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,2.2753472615116634
INSTAL_DPD_MAX,19.095112158489883
INSTAL_DPD_MEAN,1.1126400012185718
INSTAL_DPD_SUM,44.65895467430447
INSTAL_DBD_MAX,39.972100742068
INSTAL_DBD_MEAN,12.382490424760482
INSTAL_DBD_SUM,395.0519735981535
INSTAL_PAYMENT_PERC_MAX,18.528008993456243
INSTAL_PAYMENT_PERC_MEAN,2.8869175718754616
INSTAL_PAYMENT_PERC_SUM,142.5036915331588
INSTAL_PAYMENT_PERC_VAR,147347.6363499649
INSTAL_PAYMENT_DIFF_MAX,6774.759579262543
INSTAL_PAYMENT_DIFF_MEAN,-362.2265063710592
INSTAL_PAYMENT_DIFF_SUM,-6323.28806242884
INSTAL_PAYMENT_DIFF_VAR,343718552.9258121
INSTAL_AMT_INSTALMENT_MAX,136339.33153364263
INSTAL_AMT_INSTALMENT_MEAN,18392.64620854973
INSTAL_AMT_INSTALMENT_SUM,672408.2490393772
INSTAL_AMT_PAYMENT_MIN,5198.2482298157765
INSTAL_AMT_PAYMENT_MAX,138183.93604141206
INSTAL_AMT_PAYMENT_MEAN,18754.87271492079
INSTAL_AMT_PAYMENT_SUM,678731.5371018061
INSTAL_DAYS_ENTRY_PAYMENT_MAX,-327.31308753184453
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,-920.931035409144
INSTAL_DAYS_ENTRY_PAYMENT_SUM,-41728.82088350986
INSTAL_COUNT,39.74555186377679
CC_MONTHS_BALANCE_MIN,-37.58450031643749
CC_MONTHS_BALANCE_MAX,-1.4979805534779356
CC_MONTHS_BALANCE_MEAN,-19.52314953246696
CC_MONTHS_BALANCE_SUM,-1289.4566480639778
CC_MONTHS_BALANCE_VAR,213.72310214241304
CC_AMT_BALANCE_MIN,10807.899706633683
CC_AMT_BALANCE_MAX,144501.30662948044
CC_AMT_BALANCE_MEAN,71459.92695171313
CC_AMT_BALANCE_SUM,2194196.075170991
CC_AMT_BALANCE_VAR,5774771784.19933
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,150870.20884874288
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,249709.1191530982
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,208260.5792624704
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,5681247.177952937
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,6161559984.782623
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,2031.6469042075955
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,76663.72957761752
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,9947.087331378018
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,223324.40736800776
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,1105466109.5014195
CC_AMT_DRAWINGS_CURRENT_MIN,588.6853645935216
CC_AMT_DRAWINGS_CURRENT_MAX,99849.99128951153
CC_AMT_DRAWINGS_CURRENT_MEAN,13913.475109054372
CC_AMT_DRAWINGS_CURRENT_SUM,278357.27987555374
CC_AMT_DRAWINGS_CURRENT_VAR,1861134512.714244
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,87.87694183689693
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,7090.587979846963
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,497.9314947401887
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,11015.005400806063
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,109513964.04957303
CC_AMT_DRAWINGS_POS_CURRENT_MIN,1163.14155738588
CC_AMT_DRAWINGS_POS_CURRENT_MAX,31790.37380018974
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,6447.035687837633
CC_AMT_DRAWINGS_POS_CURRENT_SUM,107717.8634167008
CC_AMT_DRAWINGS_POS_CURRENT_VAR,497331216.5001944
CC_AMT_INST_MIN_REGULARITY_MIN,145.86778195488637
CC_AMT_INST_MIN_REGULARITY_MAX,7576.608632616016
CC_AMT_INST_MIN_REGULARITY_MEAN,3703.930436137085
CC_AMT_INST_MIN_REGULARITY_SUM,133524.1898739815
CC_AMT_INST_MIN_REGULARITY_VAR,17046890.852712657
CC_AMT_PAYMENT_CURRENT_MIN,4162.272269677753
CC_AMT_PAYMENT_CURRENT_MAX,86662.5377277306
CC_AMT_PAYMENT_CURRENT_MEAN,14908.41251743802
CC_AMT_PAYMENT_CURRENT_SUM,380598.1435590746
CC_AMT_PAYMENT_CURRENT_VAR,1551966348.614111
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,222.83080375122265
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,81876.36089287153
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,10427.538942295932
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,283534.5677111788
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,1533907568.133699
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,10364.93202318624
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,137947.74845716584
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,68748.97193240194
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,2106048.9352198383
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,5386250312.969806
CC_AMT_RECIVABLE_MIN,10390.802739370578
CC_AMT_RECIVABLE_MAX,143471.56964990508
CC_AMT_RECIVABLE_MEAN,70981.68622660807
CC_AMT_RECIVABLE_SUM,2186370.7688964964
CC_AMT_RECIVABLE_VAR,5733433264.664964
CC_AMT_TOTAL_RECEIVABLE_MIN,10391.032024221851
CC_AMT_TOTAL_RECEIVABLE_MAX,143488.48719550087
CC_AMT_TOTAL_RECEIVABLE_MEAN,70985.78897864296
CC_AMT_TOTAL_RECEIVABLE_SUM,2186740.062541108
CC_AMT_TOTAL_RECEIVABLE_VAR,5733749326.572438
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0.1054931293473145
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,2.914089897884039
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,0.4747845346926011
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,11.662182725879717
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,1.3872225458575973
CC_CNT_DRAWINGS_CURRENT_MIN,0.1009723261032161
CC_CNT_DRAWINGS_CURRENT_MAX,6.803624647603705
CC_CNT_DRAWINGS_CURRENT_MEAN,1.541650150884112
CC_CNT_DRAWINGS_CURRENT_SUM,26.0430124848973
CC_CNT_DRAWINGS_CURRENT_VAR,15.130740602143256
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0.0014614071394055
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0.0841474003413911
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,0.0064318925507514
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0.1840652295372513
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,0.0075528740832599
CC_CNT_DRAWINGS_POS_CURRENT_MIN,0.2498310625243969
CC_CNT_DRAWINGS_POS_CURRENT_MAX,4.733221337610698
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,1.347846281308591
CC_CNT_DRAWINGS_POS_CURRENT_SUM,20.28699980780905
CC_CNT_DRAWINGS_POS_CURRENT_VAR,12.51376684626464
CC_CNT_INSTALMENT_MATURE_CUM_MIN,0.8333122375007191
CC_CNT_INSTALMENT_MATURE_CUM_MAX,19.01383147543086
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,11.049264453134528
CC_CNT_INSTALMENT_MATURE_CUM_SUM,782.512835393979
CC_CNT_INSTALMENT_MATURE_CUM_VAR,73.91368335414599
CC_SK_DPD_MIN,0.0
CC_SK_DPD_MAX,16.953500949312467
CC_SK_DPD_MEAN,4.209092920368829
CC_SK_DPD_SUM,352.67121569529945
CC_SK_DPD_VAR,2217.698079614083
CC_SK_DPD_DEF_MIN,0.0
CC_SK_DPD_DEF_MAX,0.780024164317358
CC_SK_DPD_DEF_MEAN,0.1268704793583443
CC_SK_DPD_DEF_SUM,10.612151199585757
CC_SK_DPD_DEF_VAR,55.25100592998697
CC_NAME_CONTRACT_STATUS_Active_MIN,0.8309993671250215
CC_NAME_CONTRACT_STATUS_Active_MAX,0.9992290432081008
CC_NAME_CONTRACT_STATUS_Active_MEAN,0.9669108849458956
CC_NAME_CONTRACT_STATUS_Active_SUM,35.862988320579944
CC_NAME_CONTRACT_STATUS_Active_VAR,0.0223850148902457
CC_NAME_CONTRACT_STATUS_Approved_MIN,0.0
CC_NAME_CONTRACT_STATUS_Approved_MAX,5.753408894770152e-05
CC_NAME_CONTRACT_STATUS_Approved_MEAN,6.335425901248352e-07
CC_NAME_CONTRACT_STATUS_Approved_SUM,5.753408894770152e-05
CC_NAME_CONTRACT_STATUS_Approved_VAR,6.381836587901058e-07
CC_NAME_CONTRACT_STATUS_Completed_MIN,0.0003106840803175
CC_NAME_CONTRACT_STATUS_Completed_MAX,0.1220643231114435
CC_NAME_CONTRACT_STATUS_Completed_MEAN,0.0291792030605014
CC_NAME_CONTRACT_STATUS_Completed_SUM,1.151038490305506
CC_NAME_CONTRACT_STATUS_Completed_VAR,0.0194405292617718
CC_NAME_CONTRACT_STATUS_Demand_MIN,0.0
CC_NAME_CONTRACT_STATUS_Demand_MAX,0.0001726022668431
CC_NAME_CONTRACT_STATUS_Demand_MEAN,0.0001055804503578
CC_NAME_CONTRACT_STATUS_Demand_SUM,0.0097002473965824
CC_NAME_CONTRACT_STATUS_Demand_VAR,2.975013394245537e-05
CC_NAME_CONTRACT_STATUS_Refused_MIN,0.0
CC_NAME_CONTRACT_STATUS_Refused_MAX,0.0001610954490535
CC_NAME_CONTRACT_STATUS_Refused_MEAN,1.965724614632373e-06
CC_NAME_CONTRACT_STATUS_Refused_SUM,0.0001610954490535
CC_NAME_CONTRACT_STATUS_Refused_VAR,1.9801246929471142e-06
CC_NAME_CONTRACT_STATUS_Sent proposal_MIN,0.0
CC_NAME_CONTRACT_STATUS_Sent proposal_MAX,0.0052931361831885
CC_NAME_CONTRACT_STATUS_Sent proposal_MEAN,6.352520730746464e-05
CC_NAME_CONTRACT_STATUS_Sent proposal_SUM,0.0052931361831885
CC_NAME_CONTRACT_STATUS_Sent proposal_VAR,6.399056646987138e-05
CC_NAME_CONTRACT_STATUS_Signed_MIN,0.0003682181692652
CC_NAME_CONTRACT_STATUS_Signed_MAX,0.0493757551349174
CC_NAME_CONTRACT_STATUS_Signed_MEAN,0.003738207068733
CC_NAME_CONTRACT_STATUS_Signed_SUM,0.114366262010241
CC_NAME_CONTRACT_STATUS_Signed_VAR,0.0030696075602655
CC_COUNT,37.143605086013466
